ID;"Active (0/1)";"Name *";"Parent category";"Root category (0/1)";Description;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
619;1;"Otras amoladoras";613;0;;"Otras amoladoras";"Otras amoladoras";"Otras amoladoras";" ";https://ferreteria.es/media/catalog/category/otras_amoladoras.jpg
620;1;"Discos amoladora";613;0;;"Discos amoladora";"Discos amoladora";"Discos amoladora";" ";https://ferreteria.es/media/catalog/category/disco_amoladora.jpg
621;1;"Discos de diamante";613;0;;"Discos de diamante";"Discos de diamante";"Discos de diamante";" ";https://ferreteria.es/media/catalog/category/disco_diamante.jpg
622;1;"Accesorios amoladora";613;0;;"Accesorios amoladora";"Accesorios amoladora";"Accesorios amoladora";" ";https://ferreteria.es/media/catalog/category/accesorios_amoladora.jpg
623;1;Cepillos;600;0;;Cepillos;Cepillos;Cepillos;" ";https://ferreteria.es/media/catalog/category/cepillo.jpg
624;1;"Cortadoras y tronzadoras";600;0;;"Cortadoras y tronzadoras";"Cortadoras y tronzadoras";"Cortadoras y tronzadoras";" ";https://ferreteria.es/media/catalog/category/cortador_ingletador_1.jpg
625;1;"Pistolas de aire caliente";600;0;;"Pistolas de aire caliente";"Pistolas de aire caliente";"Pistolas de aire caliente";" ";https://ferreteria.es/media/catalog/category/decapadores.jpg
626;1;Fresadoras;600;0;;Fresadoras;Fresadoras;Fresadoras;" ";https://ferreteria.es/media/catalog/category/fresadora.jpg
627;1;Lijadoras;600;0;;Lijadoras;Lijadoras;Lijadoras;" ";https://ferreteria.es/media/catalog/category/lijadora.jpg
628;1;"Martillos elÃ©ctricos";600;0;;"Martillos elÃ©ctricos";"Martillos elÃ©ctricos";"Martillos elÃ©ctricos";" ";https://ferreteria.es/media/catalog/category/martillos.jpg
629;1;"Multi herramientas y accesorios";600;0;;"Multi herramientas y accesorios";"Multi herramientas y accesorios";"Multi herramientas y accesorios";" ";https://ferreteria.es/media/catalog/category/multiherramientas.jpg
630;1;"Sierras circulares";600;0;;"Sierras circulares";"Sierras circulares";"Sierras circulares";" ";https://ferreteria.es/media/catalog/category/sierra_circular.jpg
631;1;"Sierras de calar";600;0;;"Sierras de calar";"Sierras de calar";"Sierras de calar";" ";https://ferreteria.es/media/catalog/category/sierra_de_calar.jpg
632;1;"Sierras sable";600;0;;"Sierras sable";"Sierras sable";"Sierras sable";" ";https://ferreteria.es/media/catalog/category/sierra_sable.jpg
633;1;"Medidores y niveles lÃ¡ser";600;0;;"Medidores y niveles lÃ¡ser";"Medidores y niveles lÃ¡ser";"Medidores y niveles lÃ¡ser";" ";https://ferreteria.es/media/catalog/category/medidores.jpg
634;1;"Pistolas de silicona y encoladoras";600;0;;"Pistolas de silicona y encoladoras";"Pistolas de silicona y encoladoras";"Pistolas de silicona y encoladoras";" ";https://ferreteria.es/media/catalog/category/pistola-silicona.jpg
635;1;"Accesorios de herramientas";600;0;;"Accesorios de herramientas";"Accesorios de herramientas";"Accesorios de herramientas";" ";https://ferreteria.es/media/catalog/category/accesorio_herramientas.jpg
636;1;"Cepillos y Tazas";635;0;;"Cepillos y Tazas";"Cepillos y Tazas";"Cepillos y Tazas";" ";https://ferreteria.es/media/catalog/category/cepillos.jpg
637;1;"Cinceles - punteros - escarpas";635;0;;"Cinceles - punteros - escarpas";"Cinceles - punteros - escarpas";"Cinceles - punteros - escarpas";" ";https://ferreteria.es/media/catalog/category/puntero-y-cincel.jpg
638;1;"Coronas y accesorios";635;0;;"Coronas y accesorios";"Coronas y accesorios";"Coronas y accesorios";" ";https://ferreteria.es/media/catalog/category/coronas_y_accesorios.jpg
639;1;"Cuchillas cepillo";635;0;;"Cuchillas cepillo";"Cuchillas cepillo";"Cuchillas cepillo";" ";https://ferreteria.es/media/catalog/category/cuchillas.jpg
640;1;Ensamblaje;635;0;;Ensamblaje;Ensamblaje;Ensamblaje;" ";https://ferreteria.es/media/catalog/category/ensamblaje.jpg
641;1;Fresas;635;0;;Fresas;Fresas;Fresas;" ";https://ferreteria.es/media/catalog/category/fresas.jpg
642;1;"Lamas sierra de calar";635;0;;"Lamas sierra de calar";"Lamas sierra de calar";"Lamas sierra de calar";" ";https://ferreteria.es/media/catalog/category/lamas_sierra.jpg
643;1;"Lijas y tacos abrasivos";635;0;;"Lijas y tacos abrasivos";"Lijas y tacos abrasivos";"Lijas y tacos abrasivos";" ";https://ferreteria.es/media/catalog/category/lijas.jpg
644;1;Muelas;635;0;;Muelas;Muelas;Muelas;" ";https://ferreteria.es/media/catalog/category/muelas.jpg
645;1;"Puntas para atornillar";635;0;;"Puntas para atornillar";"Puntas para atornillar";"Puntas para atornillar";" ";https://ferreteria.es/media/catalog/category/puntas_atornillar.jpg
646;1;"Soportes maquinaria";635;0;;"Soportes maquinaria";"Soportes maquinaria";"Soportes maquinaria";" ";https://ferreteria.es/media/catalog/category/soporte_maquinaria.jpg
647;1;Maquinaria;2;0;"Maquinaria - Compresores Maquinaria - Compresores - Generadores - Equipación para tu Taller - SoldaduraEn nuestra sección especial de Maquinaria, podrás encontrar todo lo que necesites para tu taller. Desde un Compresor a Generadores hasta Maquinaria de Soldadura o Maquinaria Neumática. Somos especialistas en todo tipo de maquinaria. Contamos con más de 100 años de historia suministrando estos productos y además ponemos a tu disposición nuestro Departamento Técnico para que puedas aclarar todas tus dudas.En nuestra sección especial de Maquinaria, podrás encontrar todo lo que necesites para tu taller. Desde un Compresor a Generadores hasta Maquinaria deSoldadura o Maquinaria Neumática. Somos especialistas en todo tipo de maquinaria. Contamos con más de 100 años de historia suministrando estos productos y además ponemos a tu disposición nuestroDepartamentoTécnico para que puedas aclarar todas tus dudas.¡Te ayudamos a encontrar la máquinaria que mejor se adapta a tus necesidades! ¡Te ayudamos a encontrar la máquinaria que mejor se adapta a tus necesidades! Llámanos al 93 737 00 15 o envíanos un correo a Llámanos al93 737 00 15 oenvíanos un correo a info@ferreteria.es. info@ferreteria.es. info@ferreteria.esinfo@ferreteria.esinfo@ferreteria.es";Maquinaria;Maquinaria;Maquinaria;" ";https://ferreteria.es/media/catalog/category/maquinaria_6.jpg
648;1;"Aspiradores industriales";647;0;;"Aspiradores industriales";"Aspiradores industriales";"Aspiradores industriales";" ";https://ferreteria.es/media/catalog/category/9619249.jpg
649;1;Compresores;647;0;;Compresores;Compresores;Compresores;" ";https://ferreteria.es/media/catalog/category/compresores.jpg
650;1;Generadores;647;0;;Generadores;Generadores;Generadores;" ";https://ferreteria.es/media/catalog/category/generador.jpg
651;1;Motobombas;647;0;;Motobombas;Motobombas;Motobombas;" ";https://ferreteria.es/media/catalog/category/motobomba.jpg
652;1;"EquipaciÃ³n taller";647;0;;"EquipaciÃ³n taller";"EquipaciÃ³n taller";"EquipaciÃ³n taller";" ";https://ferreteria.es/media/catalog/category/equipacion_taller.jpg
653;1;Esmeriladoras;652;0;;Esmeriladoras;Esmeriladoras;Esmeriladoras;" ";https://ferreteria.es/media/catalog/category/esmeriladoras.jpg
654;1;Gatos;652;0;;Gatos;Gatos;Gatos;" ";https://ferreteria.es/media/catalog/category/gatos.jpg
655;1;"Luz portÃ¡til";652;0;;"Luz portÃ¡til";"Luz portÃ¡til";"Luz portÃ¡til";" ";https://ferreteria.es/media/catalog/category/luz_portatil.jpg
656;1;"Sierras de sobremesa";652;0;;"Sierras de sobremesa";"Sierras de sobremesa";"Sierras de sobremesa";" ";https://ferreteria.es/media/catalog/category/sierra_sobremesa.jpg
657;1;"Taladros de columna y sobremesa";652;0;;"Taladros de columna y sobremesa";"Taladros de columna y sobremesa";"Taladros de columna y sobremesa";" ";https://ferreteria.es/media/catalog/category/taladro_columna.jpg
658;1;"Tornillos de banco, mordaza y especÃ­ficos";652;0;;"Tornillos de banco, mordaza y especÃ­ficos";"Tornillos de banco, mordaza y especÃ­ficos";"Tornillos de banco, mordaza y especÃ­ficos";" ";https://ferreteria.es/media/catalog/category/tornillos_banco.jpg
659;1;"Soportes anti-vibratorios";647;0;;"Soportes anti-vibratorios";"Soportes anti-vibratorios";"Soportes anti-vibratorios";" ";https://ferreteria.es/media/catalog/category/anti-vibratorios.jpg
660;1;Soldadores;647;0;;Soldadores;Soldadores;Soldadores;" ";https://ferreteria.es/media/catalog/category/soldador.jpg
661;1;"Soldadores Inverter";660;0;;"Soldadores Inverter";"Soldadores Inverter";"Soldadores Inverter";" ";https://ferreteria.es/media/catalog/category/soldadura_al_arco.jpg
662;1;"Soldadura ElÃ©ctrica";660;0;;"Soldadura ElÃ©ctrica";"Soldadura ElÃ©ctrica";"Soldadura ElÃ©ctrica";" ";https://ferreteria.es/media/catalog/category/soldador_el_ctrico.jpg
663;1;"Soldadura a Gas";660;0;;"Soldadura a Gas";"Soldadura a Gas";"Soldadura a Gas";" ";https://ferreteria.es/media/catalog/category/soldadores_a_gas.jpg
664;1;"Bombonas y Cartuchos de Gas";660;0;;"Bombonas y Cartuchos de Gas";"Bombonas y Cartuchos de Gas";"Bombonas y Cartuchos de Gas";" ";https://ferreteria.es/media/catalog/category/bombonas.jpg
665;1;"Accesorios de Soldadura";660;0;;"Accesorios de Soldadura";"Accesorios de Soldadura";"Accesorios de Soldadura";" ";https://ferreteria.es/media/catalog/category/accesorios_1.jpg
666;1;"Escaleras de aluminio";2;0;"Escaleras de aluminio, fibra de vidrio y de madera. Telescópicas, para profesionales o domésticas.En nuestra sección de escaleras y taburetes encontrarás la mejor selección de escaleras de aluminio domésticas, escaleras profesionales, escaleras de fibra de vidrio y las de madera. Todas desarrolladas por los mejores proveedores del mercado, según la normativa europea y con sistemas  que ofrecen la mayor . Encuentra la  que mejor se adapta a tus necesidades y escoge su tenemos .";"Escaleras de aluminio";"Escaleras de aluminio";"Escaleras de aluminio";" ";https://ferreteria.es/media/catalog/category/escaleras_de_aluminio_1.jpg
667;1;"Escaleras de aluminio domÃ©sticas";666;0;;"Escaleras de aluminio domÃ©sticas";"Escaleras de aluminio domÃ©sticas";"Escaleras de aluminio domÃ©sticas";" ";https://ferreteria.es/media/catalog/category/escaleras_de_aluminio.jpg
668;1;"Escaleras de aluminio profesional";666;0;"¿ERES UN PROFESIONAL Y NECESITAS ESCALAR LAS ALTURAS? ¿ERES UN PROFESIONAL Y NECESITAS ESCALAR LAS ALTURAS?¡Este es tu espacio! Encuentra la mejor escalera profesional que se adapta a tus necesidades del día a día. Escaleras de aluminio por tramos, escaleras de tijera o escaleras simples. Todas de la mayor calidad fabricadas por primeras marcas como, Kylate o Hailo.";"Escaleras de aluminio profesional";"Escaleras de aluminio profesional";"Escaleras de aluminio profesional";" ";https://ferreteria.es/media/catalog/category/escaleras_de_aluminio_profesionales.jpg
669;1;"Escaleras telescÃ³picas";666;0;;"Escaleras telescÃ³picas";"Escaleras telescÃ³picas";"Escaleras telescÃ³picas";" ";https://ferreteria.es/media/catalog/category/escalera_telescopica.jpg
670;1;"Escaleras de fibra de vidrio";666;0;;"Escaleras de fibra de vidrio";"Escaleras de fibra de vidrio";"Escaleras de fibra de vidrio";" ";https://ferreteria.es/media/catalog/category/escalera_de_fibra_de_vidrio_stanley_2_.jpg
671;1;"Escaleras de madera";666;0;;"Escaleras de madera";"Escaleras de madera";"Escaleras de madera";" ";https://ferreteria.es/media/catalog/category/escaleras_de_madera.jpg
672;1;"Taburetes y accesorios";666;0;;"Taburetes y accesorios";"Taburetes y accesorios";"Taburetes y accesorios";" ";https://ferreteria.es/media/catalog/category/taburetes.jpg
673;1;"Recambios escaleras";666;0;;"Recambios escaleras";"Recambios escaleras";"Recambios escaleras";" ";https://ferreteria.es/media/catalog/category/recambios_escaleras.jpg
674;1;Andamios;666;0;;Andamios;Andamios;Andamios;" ";https://ferreteria.es/media/catalog/category/andamios_1.jpg
675;1;Rampas;666;0;;Rampas;Rampas;Rampas;" ";https://ferreteria.es/media/catalog/category/rampas.jpg
676;1;"Seguridad infantil";2;0;"¡CON LA SEGURIDAD INFANTIL NO SE JUEGA!Compra vallas y barreras de seguridad infantil para mejorar la seguridad de tus hijos situándolas en puertas y escaleras. También disponemos de otros complementos como amortiguadores y salvadedos para puertas y protectores para enchufes para que no quede ninguna zona sin protección. ASegún el estilo que tengas, disponemos de vallas de madera y metálicas.";"Seguridad infantil";"Seguridad infantil";"Seguridad infantil";" ";https://ferreteria.es/media/catalog/category/seguridad_infantil_1.jpg
677;1;"Protectores cantoneras";676;0;;"Protectores cantoneras";"Protectores cantoneras";"Protectores cantoneras";" ";https://ferreteria.es/media/catalog/category/protectores_y_cantoneras.jpg
678;1;"Vallas de seguridad infantil";676;0;;"Vallas de seguridad infantil";"Vallas de seguridad infantil";"Vallas de seguridad infantil";" ";https://ferreteria.es/media/catalog/category/valls_de_seguridad_infantil.jpg
679;1;"Protectores para enchufes";676;0;;"Protectores para enchufes";"Protectores para enchufes";"Protectores para enchufes";" ";https://ferreteria.es/media/catalog/category/protectores_para_enchufes.jpg
680;1;"Cierres de seguridad y salvadedos";676;0;;"Cierres de seguridad y salvadedos";"Cierres de seguridad y salvadedos";"Cierres de seguridad y salvadedos";" ";https://ferreteria.es/media/catalog/category/cierres_de_seguridad_y_salvadedos.jpg
681;1;"Pinturas y esmaltes";2;0;"Piensa en la Pintura como en la piel de tu hogar y de tus muebles. Con esa idea concebimos nuestra esta sección. Nuestro objetivo es que tengas todo lo necesario para cuidarla: desde aislamientos a impermeabilización, desde adhesivos y pegamentos a accesorios como cubetas, brochas y rodillos, sin olvidar decapantes, disolventes, aguarrás o aerosoles.Una vez que tienes la superficie preparada, ponla guapa con el color y la textura que decidas según la marca que escojas, disponemos de las mejores. Brillante, satinada o mate; de interior o exterior; para baño, techo, suelo, piscina o cocina; plástica o ecológica; esmaltes o barnices, sólo nos tienes que decir para dónde la necesitas y qué personalidad quieres dar a tu espacio y nosotros te ayudamos.Llámanos  al 93 737 00 15 o consúltanos en el email  info@ferreteria.es, nuestro equipo de atención al cliente te asesorará en todo lo que necesites.info@ferreteria.es";"Pinturas y esmaltes";"Pinturas y esmaltes";"Pinturas y esmaltes";" ";https://ferreteria.es/media/catalog/category/pinturas_1.jpg
682;1;"Pintura de interior";681;0;;"Pintura de interior";"Pintura de interior";"Pintura de interior";" ";https://ferreteria.es/media/catalog/category/pintura_plastica_de_interior.jpg
683;1;"Pinturas especÃ­ficas";681;0;;"Pinturas especÃ­ficas";"Pinturas especÃ­ficas";"Pinturas especÃ­ficas";" ";https://ferreteria.es/media/catalog/category/pinturas.jpg
684;1;"Pinturas de exterior";683;0;;"Pinturas de exterior";"Pinturas de exterior";"Pinturas de exterior";" ";https://ferreteria.es/media/catalog/category/pintura_exterior_blanca.jpg
685;1;"Pintura para cocinas y baÃ±os";683;0;;"Pintura para cocinas y baÃ±os";"Pintura para cocinas y baÃ±os";"Pintura para cocinas y baÃ±os";" ";https://ferreteria.es/media/catalog/category/pintura_cocina.jpg
686;1;"Pinturas antihumedad y antigoteras";683;0;;"Pinturas antihumedad y antigoteras";"Pinturas antihumedad y antigoteras";"Pinturas antihumedad y antigoteras";" ";https://ferreteria.es/media/catalog/category/pintura-antihumedad.jpg
687;1;"Pinturas para Piscinas";683;0;;"Pinturas para Piscinas";"Pinturas para Piscinas";"Pinturas para Piscinas";" ";https://ferreteria.es/media/catalog/category/pintura_para_piscina.jpg
688;1;"Pinturas para Suelo y PÃ¡rking";683;0;;"Pinturas para Suelo y PÃ¡rking";"Pinturas para Suelo y PÃ¡rking";"Pinturas para Suelo y PÃ¡rking";" ";https://ferreteria.es/media/catalog/category/pintura_para_suelo.jpg
689;1;"Chalk Paint - efecto tiza";681;0;"CHALK PAINT - PINTURA EFECTO TIZACHALK PAINT - PINTURA EFECTO TIZARenueva y dales un nuevo toque de color a tus muebles con la revolucionaria técnica del chalky paint o pintura efecto tiza. Es un pintura diferente en la que consigues acabados extraordinarios y vintage en todos tus muebles.La pintura efecto tiza es casi inolora y se disuelve al agua, dejando acabados ultramate y con efecto ""empolvado"". Lo mejor de todo es que no necesita imprimación para poder usarla. Puede aplicarse sobre otros materiales como metal o plásticos con la imprimación adecuada.Disponemos de los siguientes colores: blanco tiza, blanco antiguo, crema rosa antiguo, teja, cacao, verde salvia, oliva, azul profundo, grafito, antracita y gris invernal.Disponemos de los siguientes colores";"Chalk Paint - efecto tiza";"Chalk Paint - efecto tiza";"Chalk Paint - efecto tiza";" ";https://ferreteria.es/media/catalog/category/pintura_efecto_tiza.jpg
690;1;"Chalk Paint Xylazel Oleum";689;0;;"Chalk Paint Xylazel Oleum";"Chalk Paint Xylazel Oleum";"Chalk Paint Xylazel Oleum";" ";https://ferreteria.es/media/catalog/category/chalk_paint_xylazel_oleum.jpg
691;1;"Chalk paint spray";689;0;;"Chalk paint spray";"Chalk paint spray";"Chalk paint spray";" ";https://ferreteria.es/media/catalog/category/chalk_paint_spray_pintiplus.jpg
692;1;"Chalk Paint Titan";689;0;;"Chalk Paint Titan";"Chalk Paint Titan";"Chalk Paint Titan";" ";https://ferreteria.es/media/catalog/category/mambo_salmo_.jpg
693;1;"Chalk Paint Bruguer";689;0;;"Chalk Paint Bruguer";"Chalk Paint Bruguer";"Chalk Paint Bruguer";" ";https://ferreteria.es/media/catalog/category/bruguer_chlak_paint.jpg
694;1;"Barniz y cera Chalky Paint";689;0;;"Barniz y cera Chalky Paint";"Barniz y cera Chalky Paint";"Barniz y cera Chalky Paint";" ";https://ferreteria.es/media/catalog/category/cera_y_barniz_chalk_paint.jpg
695;1;"Accesorios para chalk paint";689;0;;"Accesorios para chalk paint";"Accesorios para chalk paint";"Accesorios para chalk paint";" ";https://ferreteria.es/media/catalog/category/accesorios_para_chalk_paint.jpg
696;1;Esmaltes;681;0;"Encuentra el esmalte que mejor se adapta a tus necesidades. Esmaltes Sintéticos, Esmaltes antióxido y Esmaltes Acrílicos. Disponemos de la mejor selección de Esmaltes Titan, Titanlak, Hammerite y Bruguer. Encuentra el esmalte que mejor se adapta a tus necesidades. Esmaltes Sintéticos, Esmaltes antióxido y Esmaltes Acrílicos. Disponemos de la mejor selección de Esmaltes Titan, Titanlak, Hammerite y Bruguer.¿Qué escoger? ¿Esmalte sintético o acrílico??Es una pregunta que nos puede surgir de repente a la hora de escoger el mejor producto para aquel mueble, marco, ventanas y un gran etcétera que queremos restaurar con Esmaltes. Para ello, debemos tener en cuenta que una de las grandes diferencias entre ellos es el tipo de dilución y limpieza.Esmalte Sintético: Dilución y limpieza al disolvente. Aporta un secado algo más rápido en 4-6h. en la mayoría de los casos.Esmalte Acrílico: Dilución y limpieza al agua, siempre y cuando aún esté la pintura fresca. Una característica importante es que al ser al agua, carece de todo tipo de olor, siendo así un producto mucho más cómodo a la hora de realizar trabajos en interior. Ambos productos nos servirán tanto para interiores como en exteriores..";Esmaltes;Esmaltes;Esmaltes;" ";https://ferreteria.es/media/catalog/category/esmalte_2.jpg
697;1;"Esmaltes SintÃ©ticos";696;0;;"Esmaltes SintÃ©ticos";"Esmaltes SintÃ©ticos";"Esmaltes SintÃ©ticos";" ";https://ferreteria.es/media/catalog/category/esmalte_sintetico_blanco.jpg
698;1;"Esmaltes AcrÃ­licos";696;0;;"Esmaltes AcrÃ­licos";"Esmaltes AcrÃ­licos";"Esmaltes AcrÃ­licos";" ";https://ferreteria.es/media/catalog/category/esmalte_acrilico.jpg
699;1;"Esmaltes Anti-Ã³xido";696;0;;"Esmaltes Anti-Ã³xido";"Esmaltes Anti-Ã³xido";"Esmaltes Anti-Ã³xido";" ";https://ferreteria.es/media/catalog/category/oxidon_liso_brillante_1.jpg
700;1;"Accesorios de pintura";681;0;;"Accesorios de pintura";"Accesorios de pintura";"Accesorios de pintura";" ";https://ferreteria.es/media/catalog/category/accesorios_pintura.jpg
701;1;"Accesorios BÃ¡sicos";700;0;;"Accesorios BÃ¡sicos";"Accesorios BÃ¡sicos";"Accesorios BÃ¡sicos";" ";https://ferreteria.es/media/catalog/category/accesorios_basicos.jpg
702;1;"Brochas y Pinceles";700;0;;"Brochas y Pinceles";"Brochas y Pinceles";"Brochas y Pinceles";" ";https://ferreteria.es/media/catalog/category/brochas_y_pinzeles.jpg
703;1;"Cubos y Cubetas";700;0;;"Cubos y Cubetas";"Cubos y Cubetas";"Cubos y Cubetas";" ";https://ferreteria.es/media/catalog/category/cubos_y_cubetas.jpg
704;1;EspÃ¡tulas;700;0;;EspÃ¡tulas;EspÃ¡tulas;EspÃ¡tulas;" ";https://ferreteria.es/media/catalog/category/espatulas.jpg
705;1;"Cinta y PlÃ¡stico Protector";700;0;;"Cinta y PlÃ¡stico Protector";"Cinta y PlÃ¡stico Protector";"Cinta y PlÃ¡stico Protector";" ";https://ferreteria.es/media/catalog/category/masking_take_plastico_protector.jpg
706;1;Paletinas;700;0;;Paletinas;Paletinas;Paletinas;" ";https://ferreteria.es/media/catalog/category/paletinas.jpg
